CSI_DATA,2910,68:dd:b7:b0:aa:3f,-37,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,121919289,0,84,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,1,-14,0,-13,0,-12,0,-10,0,-8,0,-7,1,-5,2,-3,4,-2,5,-1,6,-1,7,0,8,0,8,-1,8,-1,8,-1,7,-2,7,-2,5,-1,4,-1,3,0,2,1,1,2,0,3,0,4,0,5,0,0,0,7,0,8,1,8,1,8,2,7,2,6,2,5,2,4,1,3,0,2,-1,1,-2,0,-3,-1,-4,-1,-5,-1,-6,-1,-7,-1,-8,-1,-8,0,-8,0,-7,1,-6,1,-5,1,-4,0,-3,0,-2,-1,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2911,68:dd:b7:b0:aa:3f,-37,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,121919787,0,67,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,4,-12,4,-12,3,-11,2,-9,2,-8,2,-6,3,-4,3,-2,4,-1,5,1,6,2,7,2,8,3,8,3,8,2,8,2,7,1,6,1,5,1,4,0,2,1,1,1,0,2,-1,3,-2,4,-3,5,0,0,-3,7,-3,7,-3,8,-2,8,-1,8,-1,7,-1,6,0,5,-1,3,-1,2,-1,0,-2,-1,-2,-2,-3,-3,-5,-3,-5,-4,-6,-4,-7,-4,-7,-4,-7,-3,-7,-3,-6,-2,-5,-2,-4,-2,-3,-1,-2,-1,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2912,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,121984615,0,84,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-1,3,-3,3,-5,4,-5,5,-6,6,-6,7,-6,7,-6,7,-6,7,-5,6,-4,5,-4,4,-4,3,-4,1,-4,0,-4,-2,-5,-3,-5,-3,-6,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-3,-7,-3,-6,-2,0,0,-4,-2,-2,-2,-1,-2,0,-2,2,-3,3,-4,3,-4,4,-5,4,-6,4,-6,3,-6,3,-6,2,-6,2,-5,1,-5,1,-4,1,-3,0,-2,0,-1,0,1,1,2,1,3,2,4,2,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2913,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,121984733,0,67,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-4,-4,-5,-6,-6,-7,-7,-8,-7,-9,-8,-9,-8,-8,-8,-8,-7,-7,-6,-6,-5,-6,-3,-5,-2,-4,0,-4,1,-4,3,-5,4,-5,5,-6,5,-6,5,-7,5,-7,5,-7,4,-7,3,-7,3,-6,0,0,1,-4,1,-2,1,-1,1,1,2,3,2,4,3,5,4,5,4,5,5,5,5,5,5,4,5,4,5,3,4,2,3,2,2,1,1,1,-1,0,-2,1,-3,1,-5,1,-5,1,-6,1,-6,2,-6,2,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2914,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,122054213,0,84,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-8,10,-7,9,-7,8,-6,6,-5,5,-5,3,-5,1,-5,-1,-6,-2,-7,-4,-7,-4,-8,-5,-9,-5,-9,-5,-9,-4,-9,-4,-8,-3,-7,-2,-5,-2,-4,-2,-3,-2,-1,-3,0,-4,1,-4,2,-6,3,-7,0,0,3,-9,2,-9,2,-9,1,-9,0,-9,0,-8,0,-7,-1,-5,0,-4,0,-2,1,-1,1,1,2,1,3,2,5,3,6,3,6,3,7,2,7,2,7,1,6,1,5,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2915,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,122100265,0,67,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,1,-5,2,-7,3,-7,3,-8,3,-9,2,-9,2,-9,2,-9,2,-8,2,-7,2,-5,2,-4,2,-3,3,-1,4,0,4,1,5,1,6,2,7,2,7,1,7,1,7,1,7,0,6,0,5,-1,0,0,3,0,1,0,0,1,-1,1,-2,3,-3,4,-3,5,-4,5,-4,6,-3,6,-3,6,-2,6,-2,6,-1,5,-1,5,-1,3,-1,2,-1,1,-1,0,-2,-1,-2,-2,-3,-4,-4,-4,-4,-4,-4,-5,-4,-4,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2916,68:dd:b7:b0:aa:3f,-36,11,1,6,1,1,1,1,1,0,0,-97,0,11,2,122156995,0,67,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,3,-3,5,-2,7,-1,9,-1,10,-1,11,-2,11,-2,11,-2,10,-2,9,-2,8,-2,6,-2,5,-1,3,1,2,2,2,4,1,5,1,6,1,8,2,8,2,8,2,8,3,8,3,8,3,7,3,6,0,0,1,3,0,2,-1,1,-3,0,-4,0,-6,0,-7,0,-8,0,-9,0,-9,1,-9,1,-8,2,-8,2,-7,2,-6,2,-5,1,-4,1,-2,0,-1,-1,0,-2,0,-4,1,-5,1,-6,1,-6,1,-7,1,-6,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2917,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,122186609,0,84,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-7,-10,-7,-9,-6,-10,-6,-8,-4,-7,-3,-6,-2,-4,-1,-4,3,-6,0,-4,-1,-4,-1,-5,-1,-6,-1,-7,0,-8,5,-8,2,-8,3,-7,3,-5,0,-6,0,-2,3,-2,-1,-2,0,-1,1,-1,3,-1,0,0,7,0,8,0,8,-2,8,0,7,-1,7,-3,5,-3,4,-2,3,-2,1,-1,0,-1,-1,0,-1,1,-1,3,0,5,0,5,0,6,0,6,2,7,2,6,2,6,3,4,1,4,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2918,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,122187119,0,67,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-11,-8,-11,-7,-10,-6,-9,-5,-7,-5,-5,-4,-3,-4,-1,-5,1,-6,2,-6,3,-7,4,-8,4,-9,4,-9,4,-9,3,-9,2,-9,2,-8,1,-6,1,-5,1,-3,2,-2,2,0,3,1,4,2,5,3,0,0,7,3,8,3,9,3,9,2,8,1,7,1,6,0,5,0,3,0,2,0,1,0,-1,1,-2,2,-3,3,-4,4,-4,4,-5,5,-4,6,-4,6,-4,6,-3,6,-3,5,-2,4,-2,3,-2,2,-1,1,0,0,0,0,0,0,0,0,0,0]
CSI_DATA,2919,68:dd:b7:b0:aa:3f,-36,11,1,7,1,1,1,1,1,0,0,-97,0,11,2,122254632,0,84,0,128,0,[0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-3,-4,-3,-7,-4,-8,-4,-10,-5,-10,-5,-11,-6,-11,-6,-10,-6,-9,-5,-8,-4,-7,-3,-6,-2,-5,0,-4,1,-3,3,-3,5,-3,6,-3,7,-3,8,-3,8,-4,8,-4,8,-5,7,-5,6,-5,0,0,4,-4,2,-2,1,-1,1,0,-1,2,-1,3,-1,5,-1,6,-1,7,-1,7,0,8,0,8,0,7,0,7,1,6,1,5,1,4,0,3,0,1,-1,0,-2,-1,-3,-2,-3,-3,-4,-3,-5,-4,-5,-4,0,0,0,0,0,0,0,0,0,0]
